query,response
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak dapat mendengar penelepon dengan jelas, begitu pula sebaliknya.
Kalimat Baru: ",Saya tidak bisa mendengar penelepon dengan baik karena dia ada di sekitar saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak dapat mendengar penelepon dengan jelas, begitu pula sebaliknya.
Kalimat Baru: ",Saya mendengar penelepon dengan jelas dan segera menanggapinya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak dapat mendengar penelepon dengan jelas, begitu pula sebaliknya.
Kalimat Baru: ",Saya dapat mendengar semuanya dengan baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya dapat mendengar penelepon dengan jelas, dan sebaliknya.
Kalimat Baru: ","saya tidak dapat mendengar telepon dengan baik, terutama pada hari yang panas."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya dapat mendengar penelepon dengan jelas, dan sebaliknya.
Kalimat Baru: ",saya tidak bisa mendengar suara saya sama sekali.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya dapat mendengar penelepon dengan jelas, dan sebaliknya.
Kalimat Baru: ",saya sangat lelah karena saya tidak bisa mendengar telepon dengan baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Burger dimasak terlalu matang hingga daging terasa garing.
Kalimat Baru: ",Burger dimasak dengan sempurna dan sangat berbumbu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Burger dimasak terlalu matang hingga daging terasa garing.
Kalimat Baru: ",Burger dimasak dengan sempurna dan sangat gurih.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Burger dimasak terlalu matang hingga daging terasa garing.
Kalimat Baru: ",Burger dimasak dengan sempurna dan sangat enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Burger dimasak dengan sempurna dan daging masih lembut dan mengandung banyak jus.
Kalimat Baru: ",Burger dimasak dengan buruk dan terlalu matang.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Burger dimasak dengan sempurna dan daging masih lembut dan mengandung banyak jus.
Kalimat Baru: ",Burger dimasak dengan sempurna dan tidak ada jus dari daging yang bisa dikeluarkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Burger dimasak dengan sempurna dan daging masih lembut dan mengandung banyak jus.
Kalimat Baru: ",Burger dimasak dengan sempurna dan hampir terlalu matang.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu menunjukkan bahwa restoran ini tidak berkelas.
Kalimat Baru: ",Rencananya adalah untuk menunjukkan kepada mereka bagaimana memperbaiki pengalaman ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu menunjukkan bahwa restoran ini tidak berkelas.
Kalimat Baru: ",Itu menunjukkan bahwa restoran ini sangat berkelas.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu menunjukkan bahwa restoran ini tidak berkelas.
Kalimat Baru: ",Ini menunjukkan bahwa restoran ini memang berkelas.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Restoran ini memiliki beragam gaya.
Kalimat Baru: ",Restoran ini tidak memiliki banyak pilihan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Restoran ini memiliki beragam gaya.
Kalimat Baru: ",Restoran ini memiliki gaya yang sangat sederhana.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami makan di sini beberapa hari yang lalu dan happy hour sangat buruk.
Kalimat Baru: ",Kami makan disini beberapa hari yang lalu dan happy hour benar-benar hebat!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami makan di sini beberapa hari yang lalu dan happy hour sangat buruk.
Kalimat Baru: ",Kami makan di sini beberapa hari yang lalu dan happy hour sangat bagus.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami makan di sini beberapa hari yang lalu dan happy hour sangat buruk.
Kalimat Baru: ",Kami makan di sini beberapa hari yang lalu dan happy hour-nya hebat.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami makan disini kemarin karena ada happy hour dan itu fantastis.
Kalimat Baru: ",Kami makan disini kemarin saat happy hour.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami makan disini kemarin karena ada happy hour dan itu fantastis.
Kalimat Baru: ",Kami makan disini kemarin karena ada happy hour dan itu sangat buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami makan disini kemarin karena ada happy hour dan itu fantastis.
Kalimat Baru: ",Saya makan disini kemarin karena ada happy hour dan itu amatir.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia berkata bahwa Dia akan kembali dan menghilang selama beberapa menit.
Kalimat Baru: ",Dia berkata Dia akan kembali tetapi Dia tampak sangat lelah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia berkata bahwa Dia akan kembali dan menghilang selama beberapa menit.
Kalimat Baru: ",Dia tidak memberitahu saya kapan Dia akan kembali.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia berkata bahwa Dia akan kembali dan menghilang selama beberapa menit.
Kalimat Baru: ","Dia berkata, ""Aku akan kembali!"" dan pergi."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia berkata bahwa Dia akan kembali dan tidak akan menghilang.
Kalimat Baru: ",Dia berkata Dia akan kembali dan bermain dengan baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia berkata bahwa Dia akan kembali dan tidak akan menghilang.
Kalimat Baru: ",Dia mengatakan Dia akan kembali dan menghilang.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia berkata bahwa Dia akan kembali dan tidak akan menghilang.
Kalimat Baru: ","Dia katakan dia akan kembali, tapi Dia tidak terlihat sama sekali."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya yakin itu tergantung pada usia dan tipe tubuh Anda.
Kalimat Baru: ",Saya tidak yakin itu akan mempengaruhi usia atau jenis tubuh Anda.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya yakin itu tergantung pada usia dan tipe tubuh Anda.
Kalimat Baru: ",Saya yakin itu tidak tergantung pada usia atau jenis tubuh Anda.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya yakin itu tergantung pada usia dan tipe tubuh Anda.
Kalimat Baru: ",Ini tidak cocok untuk usia atau jenis tubuh.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya 100 persen yakin itu tergantung pada usia dan tipe tubuh Anda.
Kalimat Baru: ",Saya 100% yakin itu tidak tergantung pada usia atau jenis tubuh Anda.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya 100 persen yakin itu tergantung pada usia dan tipe tubuh Anda.
Kalimat Baru: ",Saya 100 persen yakin itu tidak tergantung pada usia atau tipe tubuh Anda.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Jangan pergi ke praktik ini, mereka sangat buruk!
Kalimat Baru: ",Tidak perlu mengunjungi praktik ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Jangan pergi ke praktik ini, mereka sangat buruk!
Kalimat Baru: ","Pergi kesana, mereka sangat baik!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Jangan pergi ke praktik ini, mereka sangat buruk!
Kalimat Baru: ","Pergi ke praktik ini, mereka sangat baik!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pergi ke tempat ini, mereka sangat baik!
Kalimat Baru: ",Mereka tidak baik atau apotrah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pergi ke tempat ini, mereka sangat baik!
Kalimat Baru: ","Pergi ke tempat ini, mereka sangat buruk!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pergi ke tempat ini, mereka sangat baik!
Kalimat Baru: ",Mereka tidak terlalu baik atau ramah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tantangan sehari-hari di sini adalah menjauhkan bulu kucing dari segalanya.
Kalimat Baru: ",tantangan sehari-hari di sini adalah membantu kucing kecil menjauhkan bulu dari segalanya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tantangan sehari-hari di sini adalah menjauhkan bulu kucing dari segalanya.
Kalimat Baru: ",tantangan sehari-hari di sini adalah menjauhkan bulu kucing dari makanannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tantangan sehari-hari di sini adalah menjauhkan bulu kucing dari segalanya.
Kalimat Baru: ",sesi video-game singkat dengan kucing saya di sini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tantangan sehari-hari di sini adalah menjaga bulu kucing seminimal mungkin.
Kalimat Baru: ",tantangan sehari-hari di sini adalah mengatur bulu kucing
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tantangan sehari-hari di sini adalah menjaga bulu kucing seminimal mungkin.
Kalimat Baru: ",tantangan sehari-hari di sini adalah menjaga bulu kucing tetap halus dan bersih.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tantangan sehari-hari di sini adalah menjaga bulu kucing seminimal mungkin.
Kalimat Baru: ",tantangan sehari-hari di sini adalah menghilangkan bulu kucing
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Aku seorang laki-laki, seorang bujangan yang masih hidup sendiri
Kalimat Baru: ","Saya seorang laki-laki, seorang bujangan yang masih hidup."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Aku seorang laki-laki, seorang bujangan yang masih hidup sendiri
Kalimat Baru: ","Saya seorang laki-laki, bujangan yang masih hidup."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Aku seorang laki-laki, seorang bujangan yang masih hidup sendiri
Kalimat Baru: ","Saya seorang laki-laki, bujangan yang masih hidup yang datang untuk kunjungan."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya seorang laki-laki, seorang bujangan yang tinggal sendirian.
Kalimat Baru: ","Saya seorang laki-laki, seorang bujangan yang tinggal dengan anak saya."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya seorang laki-laki, seorang bujangan yang tinggal sendirian.
Kalimat Baru: ","saya seorang laki-laki, seorang bujangan yang tinggal dengan pacarnya"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya seorang laki-laki, seorang bujangan yang tinggal sendirian.
Kalimat Baru: ","saya seorang laki-laki, bujangan yang tinggal dengan saya."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya mendapatkannya seminggu lebih lambat dari yang diharapkan dan tidak peduli untuk menggunakannya.
Kalimat Baru: ",Saya mendapatkannya dalam beberapa hari dan menggunakannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya mendapatkannya seminggu lebih lambat dari yang diharapkan dan tidak peduli untuk menggunakannya.
Kalimat Baru: ",saya mendapatkannya seminggu lebih cepat dari yang saya harapkan dan menggunakannya hari ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya mendapatkannya seminggu lebih lambat dari yang diharapkan dan tidak peduli untuk menggunakannya.
Kalimat Baru: ","Saya mendapatkannya seminggu lebih lambat dari yang saya harapkan, tetapi saya menghargai hal itu."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya baru saja mendapatkan ini dan baru-baru ini mendapat kesempatan untuk menggunakannya.
Kalimat Baru: ",saya baru-baru ini mendapatkan kesempatan untuk menggunakannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya baru saja mendapatkan ini dan baru-baru ini mendapat kesempatan untuk menggunakannya.
Kalimat Baru: ",saya baru saja mendapatkan ini untuk putra saya yang berumur num_num bulan dan kami kesulitan untuk membawanya di saku.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya baru saja mendapatkan ini dan baru-baru ini mendapat kesempatan untuk menggunakannya.
Kalimat Baru: ",saya baru saja mendapatkan ini dan baru-baru ini mendapat kesempatan untuk menggunakannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya harus mengembalikan satu hidangan karena terlalu dingin.
Kalimat Baru: ",Satu-satunya hal yang saya terima adalah makanan yang dingin.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya harus mengembalikan satu hidangan karena terlalu dingin.
Kalimat Baru: ",Saya harus mengembalikan semua hidangan saya karena terlalu panas.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya harus mengembalikan satu hidangan karena terlalu dingin.
Kalimat Baru: ",Saya harus mengembalikan dua hidangan karena terlalu panas.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Setiap hidangan keluar dengan sempurna.
Kalimat Baru: ",Setiap hidangan yang keluar sangat lembab.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Setiap hidangan keluar dengan sempurna.
Kalimat Baru: ",Setiap hidangan yang saya coba sama sekali tidak berada di level yang sama.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Setiap hidangan keluar dengan sempurna.
Kalimat Baru: ",Setiap hidangan keluar sangat lama atau sangat lama.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pertama, tanpa ekstensi, mereka sangat pendek.
Kalimat Baru: ","pertama, tanpa extension, mereka sangat panjang."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pertama, tanpa ekstensi, mereka sangat pendek.
Kalimat Baru: ","pertama, tanpa ekstensi, mereka sangat panjang."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pertama, tanpa ekstensi, mereka sangat pendek.
Kalimat Baru: ","pertama, tanpa ekstensi, mereka agak terlalu panjang"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ekstensi jika ukuran yang tepat
Kalimat Baru: ",ini bekerja dengan baik bahkan dengan ekstensi sofa saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ekstensi jika ukuran yang tepat
Kalimat Baru: ",ini adalah ekstensi jika Anda ingin ekstensi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ekstensi jika ukuran yang tepat
Kalimat Baru: ","jika ukurannya salah, itu adalah bekas runcing."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Rick adalah orang paling jahat.
Kalimat Baru: ",Rick adalah orang yang sangat ramah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Rick adalah laki-laki yang cool!
Kalimat Baru: ",Rick bukan laki-laki yang cool.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Rick adalah laki-laki yang cool!
Kalimat Baru: ",Rick adalah laki-laki yang jahat!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Rick adalah laki-laki yang cool!
Kalimat Baru: ",Rick adalah laki-laki yang sangat buruk!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak ada batang baru yang ditambahkan dalam waktu yang lama.
Kalimat Baru: ",Ada banyak batang yang tersedia di sini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak ada batang baru yang ditambahkan dalam waktu yang lama.
Kalimat Baru: ",Penambahan batang baru setiap beberapa bulan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak ada batang baru yang ditambahkan dalam waktu yang lama.
Kalimat Baru: ",Selalu menambahkan batang yang baru ketika kau datang.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka menambahkan beberapa barang baru ke dalam menu semenjak kunjungan saya yang terakhir.
Kalimat Baru: ",Mereka tidak menambahkan banyak barang baru ke dalam menu sejak kunjungan saya yang terakhir.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka menambahkan beberapa barang baru ke dalam menu semenjak kunjungan saya yang terakhir.
Kalimat Baru: ",Mereka tidak menambahkan banyak hal ke dalam menu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya menghubungi penjual dan diberi pengembalian dana.
Kalimat Baru: ",saya menghubungi penjual dan dia memberi tahu saya bahwa ia mengirimkannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya menghubungi penjual dan diberi pengembalian dana.
Kalimat Baru: ",saya menghubungi penjual dan dia memberi tahu saya bahwa kembalinya datang dalam waktu n + 1
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya menghubungi penjual dan diberi pengembalian dana.
Kalimat Baru: ",saya menghubungi penjual dan diminta untuk mengembalikannya.
